,symbol,base_currency,quote_currency,tick_size,quote_increment,min_order_size,status,wrap_enabled,product_type,contract_type,contract_price_currency
295,pumpgusd,PUMP,GUSD,1e-05,1e-08,20,open,False,spot,vanilla,GUSD
296,pumprlusd,PUMP,RLUSD,1e-05,1e-08,20,open,False,spot,vanilla,RLUSD
297,pumpusd,PUMP,USD,1e-05,1e-08,20,open,False,spot,vanilla,USD
298,pumpusdc,PUMP,USDC,1e-05,1e-08,20,open,False,spot,vanilla,USDC
299,pythgusd,PYTH,GUSD,1e-06,1e-05,0.2,open,False,spot,vanilla,GUSD
300,pythrlusd,PYTH,RLUSD,1e-06,1e-05,0.2,open,False,spot,vanilla,RLUSD
301,pythusd,PYTH,USD,1e-06,1e-05,0.2,open,False,spot,vanilla,USD
302,pythusdc,PYTH,USDC,1e-06,1e-05,0.2,open,False,spot,vanilla,USDC
303,qntgusd,QNT,GUSD,1e-06,0.01,0.0004,open,False,spot,vanilla,GUSD
304,qntrlusd,QNT,RLUSD,1e-06,0.01,0.0004,open,False,spot,vanilla,RLUSD
305,qntusd,QNT,USD,1e-06,0.01,0.0004,open,False,spot,vanilla,USD
306,qntusdc,QNT,USDC,1e-06,0.01,0.0004,open,False,spot,vanilla,USDC
307,rlusdgusd,RLUSD,GUSD,1e-06,0.0001,0.1,open,False,spot,vanilla,GUSD
308,rlusdusd,RLUSD,USD,1e-06,0.0001,0.1,open,False,spot,vanilla,USD
309,rlusdusdc,RLUSD,USDC,1e-06,0.0001,0.1,open,False,spot,vanilla,USDC
310,rndrgusd,RNDR,GUSD,1e-06,0.001,0.02,open,False,spot,vanilla,GUSD
311,rndrrlusd,RNDR,RLUSD,1e-06,0.001,0.02,open,False,spot,vanilla,RLUSD
312,rndrusd,RNDR,USD,1e-06,0.001,0.02,open,False,spot,vanilla,USD
313,rndrusdc,RNDR,USDC,1e-06,0.001,0.02,open,False,spot,vanilla,USDC
314,samogusd,SAMO,GUSD,1e-06,1e-07,10,open,False,spot,vanilla,GUSD
315,samorlusd,SAMO,RLUSD,1e-06,1e-07,10,open,False,spot,vanilla,RLUSD
316,samousd,SAMO,USD,1e-06,1e-07,10,open,False,spot,vanilla,USD
317,samousdc,SAMO,USDC,1e-06,1e-07,10,open,False,spot,vanilla,USDC
318,sandgusd,SAND,GUSD,1e-06,1e-05,0.1,open,False,spot,vanilla,GUSD
319,sandrlusd,SAND,RLUSD,1e-06,1e-05,0.1,open,False,spot,vanilla,RLUSD
320,sandusd,SAND,USD,1e-06,1e-05,0.1,open,False,spot,vanilla,USD
321,sandusdc,SAND,USDC,1e-06,1e-05,0.1,open,False,spot,vanilla,USDC
322,shibgusd,SHIB,GUSD,1e-06,1e-09,1000,open,False,spot,vanilla,GUSD
323,shibrlusd,SHIB,RLUSD,1e-06,1e-09,1000,open,False,spot,vanilla,RLUSD
324,shibusd,SHIB,USD,1e-06,1e-09,1000,open,False,spot,vanilla,USD
325,shibusdc,SHIB,USDC,1e-06,1e-09,1000,open,False,spot,vanilla,USDC
326,sklgusd,SKL,GUSD,1e-06,1e-05,0.1,open,False,spot,vanilla,GUSD
327,sklrlusd,SKL,RLUSD,1e-06,1e-05,0.1,open,False,spot,vanilla,RLUSD
328,sklusd,SKL,USD,1e-06,1e-05,0.1,open,False,spot,vanilla,USD
329,sklusdc,SKL,USDC,1e-06,1e-05,0.1,open,False,spot,vanilla,USDC
330,skygusd,SKY,GUSD,1e-06,1e-07,1,open,False,spot,vanilla,GUSD
331,skyrlusd,SKY,RLUSD,1e-06,1e-07,1,open,False,spot,vanilla,RLUSD
332,skyusd,SKY,USD,1e-06,1e-07,1,open,False,spot,vanilla,USD
333,skyusdc,SKY,USDC,1e-06,1e-07,1,open,False,spot,vanilla,USDC
334,solbtc,SOL,BTC,1e-06,1e-07,0.001,open,False,spot,vanilla,BTC
335,soleth,SOL,ETH,1e-06,1e-06,0.001,open,False,spot,vanilla,ETH
336,solgusd,SOL,GUSD,1e-06,0.001,0.001,open,False,spot,vanilla,GUSD
337,solgusdperp,SOL,GUSD,0.1,0.005,0.1,open,False,swap,linear,GUSD
338,solrlusd,SOL,RLUSD,1e-06,0.001,0.001,open,False,spot,vanilla,RLUSD
339,solusd,SOL,USD,1e-06,0.001,0.001,open,False,spot,vanilla,USD
340,solusdc,SOL,USDC,1e-06,0.001,0.001,open,False,spot,vanilla,USDC
341,solusdcperp,SOL,USDC,0.1,0.005,0.1,open,False,swap,linear,GUSD
342,storjgusd,STORJ,GUSD,1e-06,1e-05,0.1,open,False,spot,vanilla,GUSD
343,storjrlusd,STORJ,RLUSD,1e-06,1e-05,0.1,open,False,spot,vanilla,RLUSD
344,storjusd,STORJ,USD,1e-06,1e-05,0.1,open,False,spot,vanilla,USD
345,storjusdc,STORJ,USDC,1e-06,1e-05,0.1,open,False,spot,vanilla,USDC
346,suigusd,SUI,GUSD,1e-06,0.0001,0.2,open,False,spot,vanilla,GUSD
347,suirlusd,SUI,RLUSD,1e-06,0.0001,0.2,open,False,spot,vanilla,RLUSD
348,suiusd,SUI,USD,1e-06,0.0001,0.2,open,False,spot,vanilla,USD
349,suiusdc,SUI,USDC,1e-06,0.0001,0.2,open,False,spot,vanilla,USDC
350,sushigusd,SUSHI,GUSD,1e-06,0.0001,0.01,open,False,spot,vanilla,GUSD
351,sushirlusd,SUSHI,RLUSD,1e-06,0.0001,0.01,open,False,spot,vanilla,RLUSD
352,sushiusd,SUSHI,USD,1e-06,0.0001,0.01,open,False,spot,vanilla,USD
353,sushiusdc,SUSHI,USDC,1e-06,0.0001,0.01,open,False,spot,vanilla,USDC
354,tongusd,TON,GUSD,1e-06,0.0001,0.05,open,False,spot,vanilla,GUSD
355,tonrlusd,TON,RLUSD,1e-06,0.0001,0.05,open,False,spot,vanilla,RLUSD
356,tonusd,TON,USD,1e-06,0.0001,0.05,open,False,spot,vanilla,USD
357,tonusdc,TON,USDC,1e-06,0.0001,0.05,open,False,spot,vanilla,USDC
358,trumpgusd,TRUMP,GUSD,1e-06,0.0001,0.01,open,False,spot,vanilla,GUSD
359,trumpgusdperp,TRUMP,GUSD,0.001,0.001,0.1,open,False,swap,linear,GUSD
360,trumprlusd,TRUMP,RLUSD,1e-06,0.0001,0.01,open,False,spot,vanilla,RLUSD
361,trumpusd,TRUMP,USD,1e-06,0.0001,0.01,open,False,spot,vanilla,USD
362,trumpusdc,TRUMP,USDC,1e-06,0.0001,0.01,open,False,spot,vanilla,USDC
363,trxgusd,TRX,GUSD,1e-06,1e-06,0.3,open,False,spot,vanilla,GUSD
364,trxrlusd,TRX,RLUSD,1e-06,1e-06,0.3,open,False,spot,vanilla,RLUSD
365,trxusd,TRX,USD,1e-06,1e-06,0.3,open,False,spot,vanilla,USD
366,trxusdc,TRX,USDC,1e-06,1e-06,0.3,open,False,spot,vanilla,USDC
367,umagusd,UMA,GUSD,1e-06,0.0001,0.01,open,False,spot,vanilla,GUSD
368,umarlusd,UMA,RLUSD,1e-06,0.0001,0.01,open,False,spot,vanilla,RLUSD
369,umausd,UMA,USD,1e-06,0.0001,0.01,open,False,spot,vanilla,USD
370,umausdc,UMA,USDC,1e-06,0.0001,0.01,open,False,spot,vanilla,USDC
371,unigusd,UNI,GUSD,1e-06,0.0001,0.01,open,False,spot,vanilla,GUSD
372,unirlusd,UNI,RLUSD,1e-06,0.0001,0.01,open,False,spot,vanilla,RLUSD
373,uniusd,UNI,USD,1e-06,0.0001,0.01,open,False,spot,vanilla,USD
374,uniusdc,UNI,USDC,1e-06,0.0001,0.01,open,False,spot,vanilla,USDC
375,usd1usd,USD1,USD,1e-06,1e-05,0.1,open,False,spot,vanilla,USD
376,usdcusd,USDC,USD,1e-06,1e-05,0.1,open,False,spot,vanilla,USD
377,usdggusd,USDG,GUSD,1e-06,1e-06,0.1,open,False,spot,vanilla,GUSD
378,usdgrlusd,USDG,RLUSD,1e-06,1e-06,0.1,open,False,spot,vanilla,RLUSD
379,usdgusd,USDG,USD,1e-06,1e-06,0.1,open,False,spot,vanilla,USD
380,usdgusdc,USDG,USDC,1e-06,1e-06,0.1,open,False,spot,vanilla,USDC
381,usdtgusd,USDT,GUSD,1e-06,1e-05,0.1,open,False,spot,vanilla,GUSD
382,usdtrlusd,USDT,RLUSD,1e-06,1e-05,0.1,open,False,spot,vanilla,RLUSD
383,usdtusd,USDT,USD,1e-06,1e-05,0.1,open,False,spot,vanilla,USD
384,usdtusdc,USDT,USDC,1e-06,1e-05,0.1,open,False,spot,vanilla,USDC
385,wctgusd,WCT,GUSD,1e-06,1e-06,0.3,open,False,spot,vanilla,GUSD
386,wctrlusd,WCT,RLUSD,1e-06,1e-06,0.3,open,False,spot,vanilla,RLUSD
387,wctusd,WCT,USD,1e-06,1e-06,0.3,open,False,spot,vanilla,USD
388,wctusdc,WCT,USDC,1e-06,1e-06,0.3,open,False,spot,vanilla,USDC
389,wifgusd,WIF,GUSD,1e-06,0.0001,0.07,open,False,spot,vanilla,GUSD
390,wifrlusd,WIF,RLUSD,1e-06,0.0001,0.07,open,False,spot,vanilla,RLUSD
391,wifusd,WIF,USD,1e-06,0.0001,0.07,open,False,spot,vanilla,USD
392,wifusdc,WIF,USDC,1e-06,0.0001,0.07,open,False,spot,vanilla,USDC
393,wldgusd,WLD,GUSD,1e-06,1e-06,0.1,open,False,spot,vanilla,GUSD
394,wldrlusd,WLD,RLUSD,1e-06,1e-06,0.1,open,False,spot,vanilla,RLUSD
395,wldusd,WLD,USD,1e-06,1e-06,0.1,open,False,spot,vanilla,USD
396,wldusdc,WLD,USDC,1e-06,1e-06,0.1,open,False,spot,vanilla,USDC
397,wlfigusd,WLFI,GUSD,1e-06,1e-06,0.1,open,False,spot,vanilla,GUSD
398,wlfirlusd,WLFI,RLUSD,1e-06,1e-06,0.1,open,False,spot,vanilla,RLUSD
399,wlfiusd,WLFI,USD,1e-06,1e-06,0.1,open,False,spot,vanilla,USD
400,wlfiusdc,WLFI,USDC,1e-06,1e-06,0.1,open,False,spot,vanilla,USDC
401,xrpgusd,XRP,GUSD,1e-06,1e-05,0.1,open,False,spot,vanilla,GUSD
402,xrpgusdperp,XRP,GUSD,1.0,0.0001,1,open,False,swap,linear,GUSD
403,xrprlusd,XRP,RLUSD,1e-06,1e-05,0.1,open,False,spot,vanilla,RLUSD
404,xrpusd,XRP,USD,1e-06,1e-05,0.1,open,False,spot,vanilla,USD
405,xrpusdc,XRP,USDC,1e-06,1e-05,0.1,open,False,spot,vanilla,USDC
406,xrpusdcperp,XRP,USDC,1.0,0.0001,1,open,False,swap,linear,GUSD
407,xtzgusd,XTZ,GUSD,1e-06,0.0001,0.02,open,False,spot,vanilla,GUSD
408,xtzrlusd,XTZ,RLUSD,1e-06,0.0001,0.02,open,False,spot,vanilla,RLUSD
409,xtzusd,XTZ,USD,1e-06,0.0001,0.02,open,False,spot,vanilla,USD
410,xtzusdc,XTZ,USDC,1e-06,0.0001,0.02,open,False,spot,vanilla,USDC
411,yfigusd,YFI,GUSD,1e-06,0.01,0.00001,open,False,spot,vanilla,GUSD
412,yfirlusd,YFI,RLUSD,1e-06,0.01,0.00001,open,False,spot,vanilla,RLUSD
413,yfiusd,YFI,USD,1e-06,0.01,0.00001,open,False,spot,vanilla,USD
414,yfiusdc,YFI,USDC,1e-06,0.01,0.00001,open,False,spot,vanilla,USDC
415,zecgusd,ZEC,GUSD,1e-06,0.01,0.001,open,False,spot,vanilla,GUSD
416,zecrlusd,ZEC,RLUSD,1e-06,0.01,0.001,open,False,spot,vanilla,RLUSD
417,zecusd,ZEC,USD,1e-06,0.01,0.001,open,False,spot,vanilla,USD
418,zecusdc,ZEC,USDC,1e-06,0.01,0.001,open,False,spot,vanilla,USDC
